,Party_Id,Mean_Business,Median_Business,Total_Business,Mean_Days,Median_Days,Mean_Ship_Delay,Median_Ship_Delay,Mean_Initial_Delay,Median_Initial_Delay,Total_Transactions
2540,18776699,120.54,120.54,241.08,5.5,5.5,3.5,3.5,2.0,2.0,2
2541,18778789,59.6125,46.86,953.8,6.5,4.5,2.5,2.5,4.0,2.0,16
2542,18784789,69.6383333333,42.92,835.66,7.36363636364,,3.81818181818,,3.33333333333,2.5,12
2543,18798699,56.88875,49.0,455.11,5.25,6.0,3.5,4.0,1.75,2.0,8
2544,18804789,62.79,62.79,62.79,6.0,6.0,4.0,4.0,2.0,2.0,1
2545,18807699,126.52,126.52,126.52,5.0,5.0,3.0,3.0,2.0,2.0,1
2546,18812699,112.35,112.35,112.35,5.0,5.0,4.0,4.0,1.0,1.0,1
2547,18814789,57.09,57.09,114.18,11.0,11.0,7.0,7.0,4.0,4.0,2
2548,18816789,49.018,53.41,245.09,6.4,7.0,4.2,4.0,2.2,2.0,5
2549,18820699,104.04,104.04,104.04,2.0,2.0,1.0,1.0,1.0,1.0,1
2550,18828789,45.08,45.08,45.08,6.0,6.0,4.0,4.0,2.0,2.0,1
2551,18839699,52.7775,31.755,211.11,7.25,7.5,5.25,5.5,2.0,2.0,4
2552,18848699,48.1338461538,47.48,625.74,11.5,,5.0,,6.07692307692,7.0,13
2553,18851789,47.565,46.26,190.26,15.25,10.0,6.0,7.0,9.25,2.0,4
2554,18859789,69.195,69.195,138.39,5.0,5.0,2.5,2.5,2.5,2.5,2
2555,18873789,135.76,135.76,271.52,5.0,5.0,2.0,2.0,3.0,3.0,2
2556,18904699,61.59,63.84,615.9,14.9,3.0,2.3,2.0,12.6,1.5,10
2557,18911789,87.5681818182,49.2,963.25,6.90909090909,6.0,4.0,4.0,2.90909090909,3.0,11
2558,18921789,72.708,53.15,363.54,8.8,5.0,2.6,2.0,6.2,2.0,5
2559,18925789,32.7225,23.28,130.89,5.75,6.0,3.5,4.0,2.25,2.0,4
2560,18935699,46.626,40.28,233.13,6.4,7.0,5.4,6.0,1.0,1.0,5
2561,18936699,40.2,40.69,201.0,5.0,,3.25,,1.6,1.0,5
2562,18939699,239.413333333,67.84,718.24,6.66666666667,7.0,4.0,4.0,2.66666666667,3.0,3
2563,18960699,91.4218181818,56.1,1005.64,9.5,,3.0,,6.09090909091,2.0,11
2564,18965699,95.08,95.08,190.16,4.5,4.5,2.5,2.5,2.0,2.0,2
2565,18971699,42.17,42.17,42.17,,,,,5.0,5.0,1
2566,18971789,39.93625,29.43,319.49,4.625,4.0,2.5,2.5,2.125,2.0,8
2567,18985789,96.4011111111,69.35,867.61,5.5,,3.5,,1.88888888889,2.0,9
2568,19000699,96.03,96.03,96.03,6.0,6.0,4.0,4.0,2.0,2.0,1
2569,19000789,54.615,47.52,436.92,6.625,7.0,4.125,4.0,2.5,2.5,8
2570,19004699,59.7257142857,47.58,836.16,6.30769230769,,4.38461538462,,3.14285714286,2.0,14
2571,19033699,48.5875,45.535,388.7,3.875,4.0,2.375,2.5,1.5,1.5,8
2572,19037699,68.54,68.54,68.54,4.0,4.0,2.0,2.0,2.0,2.0,1
2573,19037789,44.539,40.725,890.78,7.1,6.0,3.55,3.5,3.55,2.0,20
2574,19040699,74.16,74.16,148.32,48.0,48.0,3.0,3.0,45.0,45.0,2
2575,19043699,45.4366666667,41.2,817.86,11.0,6.0,3.61111111111,3.0,7.38888888889,2.0,18
2576,19045789,142.23,142.23,284.46,4.5,4.5,3.0,3.0,1.5,1.5,2
2577,19052699,57.04,57.04,57.04,8.0,8.0,7.0,7.0,1.0,1.0,1
2578,19058789,78.61,78.61,157.22,5.0,5.0,2.5,2.5,2.5,2.5,2
2579,19070789,48.385,48.385,96.77,3.5,3.5,2.0,2.0,1.5,1.5,2
2580,19080699,41.96,41.96,41.96,6.0,6.0,4.0,4.0,2.0,2.0,1
2581,19083699,41.4666666667,41.96,124.4,6.33333333333,6.0,3.66666666667,3.0,2.66666666667,3.0,3
2582,19089699,55.71125,51.89,445.69,4.875,5.0,3.0,3.0,1.875,1.5,8
2583,19115699,73.6706493506,59.92,5672.64,10.5068493151,,5.35616438356,,5.02631578947,,77
2584,19119699,101.2,101.2,202.4,5.0,5.0,2.0,2.0,3.0,3.0,2
2585,19134789,36.815,36.815,73.63,7.0,7.0,5.0,5.0,2.0,2.0,2
2586,19137789,56.4229411765,55.02,959.19,12.9411764706,7.0,4.41176470588,4.0,8.52941176471,2.0,17
2587,19151699,39.3608823529,33.095,1338.27,6.84848484848,,4.63636363636,,2.17647058824,2.0,34
2588,19157789,32.31,32.31,32.31,5.0,5.0,2.0,2.0,3.0,3.0,1
2589,19162789,33.8666666667,34.92,101.6,6.66666666667,6.0,4.33333333333,4.0,2.33333333333,2.0,3
2590,19167789,53.4178947368,55.11,1014.94,7.44444444444,,2.33333333333,,5.0,3.0,19
2591,19168789,43.1863636364,38.835,950.1,17.4545454545,6.0,3.27272727273,3.0,14.1818181818,3.0,22
2592,19177789,58.0133333333,58.68,174.04,6.66666666667,5.0,4.66666666667,3.0,2.0,2.0,3
2593,19212699,69.8261538462,70.88,907.74,6.61538461538,6.0,4.61538461538,4.0,2.0,2.0,13
2594,19219699,67.9433333333,66.11,203.83,4.66666666667,4.0,2.66666666667,2.0,2.0,2.0,3
2595,19236699,73.1906666667,59.4,1097.86,7.0,7.0,4.6,5.0,2.4,2.0,15
2596,19242789,49.78,49.78,49.78,6.0,6.0,4.0,4.0,2.0,2.0,1
2597,19243789,27.3675,27.71,109.47,3.5,3.5,2.0,2.0,1.5,1.5,4
2598,19261789,41.2533333333,24.44,123.76,6.0,6.0,2.0,2.0,4.0,4.0,3
2599,19271789,64.3591428571,50.4,2252.57,7.5,,3.85294117647,,3.57142857143,2.0,35
2600,19275699,72.9,81.68,437.4,28.5,10.0,5.16666666667,5.0,23.3333333333,3.0,6
2601,19276789,58.12,32.68,174.36,4.5,,2.5,,1.66666666667,2.0,3
2602,19299789,41.7165,36.03,1668.66,15.05,6.0,3.725,3.0,11.325,2.0,40
2603,19334789,69.6525,65.76,835.83,4.58333333333,4.5,3.0,3.0,1.58333333333,2.0,12
2604,19341789,25.6,25.6,25.6,10.0,10.0,7.0,7.0,3.0,3.0,1
2605,19344789,66.2407692308,62.6,861.13,4.76923076923,3.0,2.0,2.0,2.76923076923,1.0,13
2606,19358789,26.48,26.48,26.48,,,,,3.0,3.0,1
2607,19361789,26.99,26.99,26.99,7.0,7.0,4.0,4.0,3.0,3.0,1
2608,19363699,58.676,44.34,586.76,5.0,6.0,3.2,3.5,1.8,1.0,10
2609,19363789,19.92,19.92,19.92,6.0,6.0,4.0,4.0,2.0,2.0,1
2610,19366789,113.968333333,80.81,683.81,7.16666666667,7.0,4.66666666667,4.5,2.5,2.5,6
2611,19411699,63.0323404255,48.66,2962.52,7.5,,4.47727272727,,3.04347826087,,47
2612,19430789,27.465,27.465,54.93,6.0,6.0,4.0,4.0,2.0,2.0,2
2613,19452699,82.608,58.3,413.04,5.0,3.0,1.6,2.0,3.4,1.0,5
2614,19462789,52.2026829268,49.5,2140.31,6.14634146341,5.0,2.90243902439,2.0,3.24390243902,2.0,41
2615,19465789,127.675,127.675,255.35,6.0,6.0,4.0,4.0,2.0,2.0,2
2616,19482789,55.78,55.78,111.56,7.5,7.5,4.0,4.0,3.5,3.5,2
2617,19483789,110.136666667,74.2,330.41,4.0,4.0,2.33333333333,2.0,1.66666666667,2.0,3
2618,19484789,577.7,577.7,577.7,10.0,10.0,2.0,2.0,8.0,8.0,1
2619,19493699,32.39,32.39,64.78,3.0,3.0,2.0,2.0,1.0,1.0,2
2620,19493789,60.44,60.44,60.44,9.0,9.0,6.0,6.0,3.0,3.0,1
2621,19499699,30.5272222222,23.88,549.49,7.66666666667,8.0,5.22222222222,5.0,2.44444444444,3.0,18
2622,19506789,219.675,219.675,439.35,5.0,,2.0,,3.0,3.0,2
2623,19523699,53.2157142857,46.76,372.51,6.14285714286,6.0,3.28571428571,4.0,2.85714285714,3.0,7
2624,19532699,107.21,107.21,107.21,19.0,19.0,8.0,8.0,11.0,11.0,1
2625,19535789,62.06,53.07,186.18,7.66666666667,8.0,5.66666666667,7.0,2.0,2.0,3
2626,19537789,48.3816666667,51.64,290.29,5.33333333333,5.0,3.66666666667,3.5,1.66666666667,2.0,6
2627,19558789,55.6086206897,45.83,3225.3,5.48214285714,,3.05357142857,,2.43103448276,2.0,58
2628,19565789,88.2023076923,86.43,1146.63,7.84615384615,7.0,3.76923076923,3.0,4.07692307692,2.0,13
2629,19568699,83.3131818182,65.91,1832.89,6.95454545455,7.0,5.0,5.0,1.95454545455,2.0,22
2630,19569699,114.36,114.36,114.36,6.0,6.0,3.0,3.0,3.0,3.0,1
2631,19571789,360.35,360.35,360.35,4.0,4.0,2.0,2.0,2.0,2.0,1
2632,19580789,91.3266666667,78.45,1917.86,7.94736842105,,5.42105263158,,2.66666666667,3.0,21
2633,19584699,86.18,86.18,172.36,4.0,4.0,4.0,4.0,0.0,0.0,2
2634,19587789,50.015,47.22,400.12,5.14285714286,,3.42857142857,,1.625,2.0,8
2635,19588789,157.41,157.41,314.82,5.5,5.5,3.5,3.5,2.0,2.0,2
2636,19592789,38.06,38.06,76.12,4.5,4.5,4.0,4.0,0.5,0.5,2
2637,19604789,49.12,49.12,49.12,3.0,3.0,2.0,2.0,1.0,1.0,1
2638,19605789,60.03,60.03,120.06,6.0,6.0,4.5,4.5,1.5,1.5,2
2639,19617789,56.12,56.12,56.12,6.0,6.0,4.0,4.0,2.0,2.0,1
2640,19619789,44.78,48.3,179.12,4.5,4.0,2.75,2.5,1.75,2.0,4
2641,19622789,81.415,66.6,325.66,67.5,67.0,2.75,3.0,64.75,64.0,4
2642,19630789,102.32375,109.65,818.59,6.125,5.5,3.375,3.5,2.75,2.0,8
2643,19631789,81.7409090909,58.29,899.15,5.81818181818,6.0,3.63636363636,4.0,2.18181818182,2.0,11
2644,19638699,19.89,19.89,39.78,5.5,5.5,3.5,3.5,2.0,2.0,2
2645,19638789,104.954285714,129.7,734.68,4.0,4.0,2.0,2.0,2.0,2.0,7
2646,19644789,63.258,58.3,632.58,6.0,5.0,3.6,3.0,2.4,2.0,10
2647,19646789,43.405,45.06,694.48,8.1875,7.0,4.3125,4.5,3.875,2.0,16
2648,19648789,57.44,57.44,57.44,5.0,5.0,4.0,4.0,1.0,1.0,1
2649,19656789,58.81,58.81,58.81,3.0,3.0,2.0,2.0,1.0,1.0,1
2650,19657789,47.2607692308,35.45,614.39,5.30769230769,6.0,3.23076923077,3.0,2.07692307692,2.0,13
2651,19660699,84.31,84.31,168.62,9.0,9.0,6.0,6.0,3.0,3.0,2
2652,19674789,44.66,44.66,44.66,4.0,4.0,3.0,3.0,1.0,1.0,1
2653,19677699,38.63125,34.29,309.05,4.875,5.0,2.875,3.0,2.0,2.0,8
2654,19686789,64.0225,57.75,256.09,5.0,5.0,3.5,3.5,1.5,1.5,4
2655,19689699,48.124,49.44,240.62,5.2,4.0,3.2,2.0,2.0,2.0,5
2656,19689789,68.0533333333,75.21,204.16,6.0,7.0,4.66666666667,5.0,1.33333333333,1.0,3
2657,19696789,42.1321052632,30.1,800.51,8.31578947368,6.0,4.31578947368,4.0,4.0,2.0,19
2658,19701789,180.96,180.96,180.96,4.0,4.0,2.0,2.0,2.0,2.0,1
2659,19702789,101.18,101.18,101.18,9.0,9.0,9.0,9.0,0.0,0.0,1
2660,19712789,74.4335555556,48.0,3349.51,6.52380952381,,3.33333333333,,3.11111111111,2.0,45
2661,19730789,247.36,247.36,247.36,2.0,2.0,1.0,1.0,1.0,1.0,1
2662,19737699,45.2848148148,40.65,1222.69,9.18518518519,5.0,2.77777777778,2.0,6.40740740741,2.0,27
2663,19745789,127.81,127.81,255.62,5.0,5.0,2.0,2.0,3.0,3.0,2
2664,19750789,44.776,40.1,223.88,4.8,5.0,2.4,2.0,2.4,3.0,5
2665,19752699,52.8681578947,41.795,2008.99,6.81578947368,5.0,3.15789473684,3.0,3.65789473684,2.0,38
2666,19753789,81.7571428571,27.1,572.3,8.71428571429,4.0,2.85714285714,2.0,5.85714285714,2.0,7
2667,19755699,43.1618548387,37.56,5352.07,5.52212389381,,2.43362831858,,2.98387096774,2.0,124
2668,19759789,60.905,60.905,121.81,5.0,5.0,3.0,3.0,2.0,2.0,2
2669,19768699,53.785,53.785,107.57,7.0,7.0,6.0,6.0,1.0,1.0,2
2670,19771789,30.3525,23.195,121.41,4.0,4.0,2.0,2.0,2.0,2.0,4
2671,19784699,128.68,128.68,128.68,10.0,10.0,5.0,5.0,5.0,5.0,1
2672,19802789,55.41,45.54,831.15,4.64285714286,,2.07142857143,,2.53333333333,2.0,15
2673,19843699,67.9,67.9,135.8,,,,,2.0,2.0,2
2674,19850789,163.08,163.08,163.08,11.0,11.0,4.0,4.0,7.0,7.0,1
2675,19860699,51.39,51.39,102.78,3.5,3.5,2.0,2.0,1.5,1.5,2
2676,19869699,56.2395,49.11,2249.58,13.3421052632,,3.36842105263,,13.025,2.0,40
2677,19873789,34.29,32.475,274.32,5.125,5.0,2.375,2.0,2.75,3.0,8
2678,19879699,38.7809090909,36.92,853.18,6.38095238095,,4.33333333333,,2.09090909091,2.0,22
2679,19879789,78.0066666667,59.76,234.02,2.0,2.0,2.0,2.0,0.0,0.0,3
2680,19880699,54.0719354839,56.18,1676.23,5.93333333333,,3.43333333333,,2.45161290323,2.0,31
2681,19883699,116.023333333,74.16,348.07,18.6666666667,6.0,2.0,2.0,16.6666666667,3.0,3
2682,19896789,59.83,56.4,1435.92,6.86363636364,,4.59090909091,,2.20833333333,1.0,24
2683,19903789,52.6547368421,45.32,1000.44,8.0625,,3.9375,,3.89473684211,2.0,19
2684,19906699,34.85,34.85,34.85,,,,,2.0,2.0,1
2685,19918699,57.8875,40.005,694.65,8.72727272727,,3.63636363636,,4.75,2.0,12
2686,19922789,57.3366666667,61.44,344.02,23.6666666667,7.0,5.0,5.0,18.6666666667,2.5,6
2687,19932789,35.856,36.22,179.28,6.8,6.0,3.6,3.0,3.2,3.0,5
2688,19936699,76.1341176471,65.78,1294.28,8.88235294118,7.0,4.17647058824,4.0,4.70588235294,3.0,17
2689,19966699,59.08,58.56,236.32,6.25,5.5,3.0,3.0,3.25,3.0,4
2690,19971789,54.066,54.33,1081.32,12.4210526316,,3.15789473684,,8.85,2.0,20
2691,19977699,41.37,38.55,165.48,7.0,,5.66666666667,,1.75,1.5,4
2692,19981789,55.0916666667,53.56,330.55,5.33333333333,5.0,3.0,3.0,2.33333333333,2.0,6
2693,20002789,38.462,30.19,192.31,4.8,4.0,3.6,3.0,1.2,1.0,5
2694,20004699,82.8933333333,95.3,248.68,7.33333333333,8.0,6.0,7.0,1.33333333333,1.0,3
2695,20005699,43.941,38.49,3954.69,11.5777777778,5.0,3.13333333333,3.0,8.44444444444,2.0,90
2696,20016789,100.912,75.55,504.56,3.6,4.0,2.0,2.0,1.6,2.0,5
2697,20018789,106.255,89.55,637.53,5.5,5.5,3.66666666667,4.0,1.83333333333,1.5,6
2698,20020789,92.8536363636,45.99,1021.39,7.6,,4.2,,3.27272727273,3.0,11
2699,20029699,84.605,61.37,1692.1,4.0,,2.16666666667,,1.8,2.0,20
2700,20036699,34.346,34.89,171.73,4.8,4.0,2.4,2.0,2.4,2.0,5
2701,20040699,130.892666667,64.75,1963.39,6.46666666667,6.0,3.33333333333,3.0,3.13333333333,2.0,15
2702,20058789,66.2895,58.695,1325.79,7.76470588235,,3.23529411765,,4.2,2.0,20
2703,20098789,87.17625,55.64,1394.82,7.5625,6.0,3.0,2.5,4.5625,2.5,16
2704,20138699,40.0975,36.04,481.17,6.41666666667,6.5,4.66666666667,5.0,1.75,2.0,12
2705,20140699,39.185,39.49,862.07,6.09523809524,,3.80952380952,,2.22727272727,2.0,22
2706,20144789,114.95,114.95,114.95,3.0,3.0,0.0,0.0,3.0,3.0,1
2707,20149699,68.63,70.98,480.41,4.5,,3.0,,1.57142857143,1.0,7
2708,20167699,164.21,164.21,164.21,5.0,5.0,5.0,5.0,0.0,0.0,1
2709,20178699,31.6725,25.85,253.38,4.5,5.0,2.875,3.0,1.625,2.0,8
2710,20182699,73.64,61.99,294.56,5.75,5.5,3.25,4.0,2.5,1.5,4
2711,20185789,132.96,132.96,132.96,5.0,5.0,2.0,2.0,3.0,3.0,1
2712,20199789,128.95,128.95,128.95,7.0,7.0,4.0,4.0,3.0,3.0,1
2713,20208789,89.0166666667,39.82,267.05,6.0,4.0,4.66666666667,3.0,1.33333333333,1.0,3
2714,20211699,58.86,58.86,58.86,7.0,7.0,3.0,3.0,4.0,4.0,1
2715,20220699,75.7666666667,42.58,1363.8,5.05555555556,4.5,3.5,3.0,1.55555555556,1.0,18
2716,20221789,53.65,53.65,107.3,5.5,5.5,2.5,2.5,3.0,3.0,2
2717,20231699,103.32,111.24,413.28,3.25,3.0,2.0,2.0,1.25,1.0,4
2718,20232789,56.0171428571,42.68,392.12,4.71428571429,5.0,3.0,3.0,1.71428571429,2.0,7
2719,20242699,109.85,109.85,219.7,6.0,6.0,2.0,2.0,4.0,4.0,2
2720,20258699,133.533333333,156.56,400.6,6.33333333333,6.0,3.66666666667,4.0,2.66666666667,3.0,3
2721,20263699,64.2932258065,50.92,5979.27,5.75,,3.625,,2.09195402299,,93
2722,20276789,36.8034782609,32.48,846.48,27.6666666667,,2.85714285714,,22.7826086957,3.0,23
2723,20277699,28.32,28.32,56.64,4.0,4.0,3.0,3.0,1.0,1.0,2
2724,20285699,40.7671428571,21.58,285.37,8.16666666667,,4.83333333333,,3.33333333333,,7
2725,20291789,68.5533333333,61.62,205.66,5.0,6.0,3.33333333333,3.0,1.66666666667,1.0,3
2726,20302789,56.7,57.27,170.1,12.0,12.0,9.66666666667,10.0,2.33333333333,2.0,3
2727,20305699,49.702,37.745,497.02,5.0,4.0,3.6,3.0,1.4,1.0,10
2728,20322789,26.73,26.73,26.73,,,,,2.0,2.0,1
2729,20330699,51.32725,44.88,2053.09,5.54054054054,,3.10810810811,,2.375,2.0,40
2730,20334789,64.77,59.97,194.31,3.66666666667,4.0,2.0,2.0,1.66666666667,2.0,3
2731,20345699,104.62,55.6,313.86,5.33333333333,5.0,3.66666666667,4.0,1.66666666667,1.0,3
2732,20350789,546.23,546.23,546.23,4.0,4.0,2.0,2.0,2.0,2.0,1
2733,20352789,87.1933333333,80.18,523.16,4.5,4.5,3.5,4.0,1.0,1.0,6
2734,20356699,114.96,114.96,114.96,9.0,9.0,5.0,5.0,4.0,4.0,1
2735,20356789,62.23,63.0,311.15,8.4,9.0,6.4,7.0,2.0,2.0,5
2736,20359789,31.654,28.77,158.27,7.4,7.0,5.0,5.0,2.4,2.0,5
2737,20380789,47.0788888889,45.12,423.71,10.6666666667,8.0,5.88888888889,6.0,4.77777777778,2.0,9
2738,20385699,78.6733333333,56.04,472.04,2.83333333333,2.5,1.66666666667,1.5,1.16666666667,1.0,6
2739,20394789,34.38,25.085,206.28,6.66666666667,6.0,4.5,4.0,2.16666666667,2.0,6
2740,20396789,107.7475,76.76,430.99,5.75,5.5,3.25,3.0,2.5,2.5,4
2741,20397789,52.6128571429,49.4,368.29,4.42857142857,4.0,2.71428571429,2.0,1.71428571429,2.0,7
2742,20401789,40.8,40.8,40.8,4.0,4.0,3.0,3.0,1.0,1.0,1
2743,20402789,135.6,135.6,135.6,2.0,2.0,1.0,1.0,1.0,1.0,1
2744,20404699,147.585,147.585,295.17,5.5,5.5,3.5,3.5,2.0,2.0,2
2745,20409699,41.2727272727,34.92,454.0,6.81818181818,7.0,4.45454545455,5.0,2.36363636364,2.0,11
2746,20409789,21.93,21.93,21.93,8.0,8.0,6.0,6.0,2.0,2.0,1
2747,20414699,62.05,34.795,248.2,6.75,7.0,4.5,5.0,2.25,2.5,4
2748,20423699,85.8325,94.34,343.33,5.5,5.5,3.5,3.5,2.0,2.0,4
2749,20427789,209.94,209.94,209.94,6.0,6.0,4.0,4.0,2.0,2.0,1
2750,20433699,92.06,62.52,1104.72,4.66666666667,5.0,2.58333333333,2.0,2.08333333333,2.0,12
2751,20434789,79.7033333333,45.5,239.11,7.0,,4.5,,2.33333333333,2.0,3
2752,20438789,112.8,112.8,112.8,4.0,4.0,2.0,2.0,2.0,2.0,1
2753,20455789,41.48,41.48,41.48,2.0,2.0,2.0,2.0,0.0,0.0,1
2754,20473789,70.2211111111,42.86,631.99,4.33333333333,4.0,2.66666666667,2.0,1.66666666667,2.0,9
2755,20478789,43.3845833333,38.03,1041.23,5.13043478261,,2.91304347826,,2.16666666667,2.0,24
2756,20479789,111.3,111.3,111.3,5.0,5.0,3.0,3.0,2.0,2.0,1
2757,20486789,50.73,50.73,101.46,3.5,3.5,2.0,2.0,1.5,1.5,2
2758,20502789,694.26,694.26,694.26,3.0,3.0,2.0,2.0,1.0,1.0,1
2759,20504699,71.66,71.66,143.32,4.0,4.0,2.0,2.0,2.0,2.0,2
2760,20505789,63.42,63.42,63.42,5.0,5.0,3.0,3.0,2.0,2.0,1
2761,20514699,52.48,52.48,52.48,5.0,5.0,4.0,4.0,1.0,1.0,1
2762,20518699,47.7266666667,47.68,143.18,5.5,,2.5,,2.66666666667,3.0,3
2763,20527789,21.38,21.38,21.38,6.0,6.0,4.0,4.0,2.0,2.0,1
2764,20531699,60.4645,45.32,1209.29,6.7,7.0,4.8,5.0,1.9,2.0,20
2765,20532699,63.54,63.54,63.54,6.0,6.0,5.0,5.0,1.0,1.0,1
2766,20535699,57.225,56.5,686.7,7.18181818182,,4.18181818182,,3.0,,12
2767,20536699,322.4,322.4,322.4,7.0,7.0,5.0,5.0,2.0,2.0,1
2768,20541699,51.5463636364,31.68,567.01,8.22222222222,,6.0,,2.27272727273,2.0,11
2769,20543789,38.34,40.14,153.36,6.25,6.0,4.25,4.0,2.0,2.0,4
2770,20547699,40.4266666667,21.18,121.28,6.33333333333,7.0,4.33333333333,5.0,2.0,2.0,3
2771,20558699,68.2685714286,63.07,477.88,6.66666666667,,3.5,,2.85714285714,3.0,7
2772,20563699,23.79,23.79,23.79,9.0,9.0,5.0,5.0,4.0,4.0,1
2773,20564699,44.85,44.85,89.7,14.0,14.0,1.5,1.5,12.5,12.5,2
2774,20566699,63.845,63.845,127.69,6.0,6.0,2.0,2.0,4.0,4.0,2
2775,20569789,52.22,52.22,104.44,6.0,,4.0,,1.5,1.5,2
2776,20573699,76.61,76.61,76.61,3.0,3.0,2.0,2.0,1.0,1.0,1
2777,20602789,55.62625,43.195,1780.04,9.0,,5.13793103448,,3.71875,2.0,32
2778,20604789,71.618,57.48,358.09,4.2,4.0,2.4,2.0,1.8,2.0,5
2779,20608699,24.96,24.96,24.96,6.0,6.0,3.0,3.0,3.0,3.0,1
2780,20609699,77.5,90.0,232.5,5.0,,3.5,,2.66666666667,3.0,3
2781,20623789,34.05,34.05,34.05,5.0,5.0,3.0,3.0,2.0,2.0,1
2782,20627789,57.66,57.66,57.66,5.0,5.0,2.0,2.0,3.0,3.0,1
2783,20628789,33.1433333333,24.59,99.43,5.0,5.0,3.33333333333,3.0,1.66666666667,2.0,3
2784,20646789,59.45,61.65,178.35,3.33333333333,4.0,2.33333333333,2.0,1.0,1.0,3
2785,20653699,544.98,544.98,544.98,4.0,4.0,2.0,2.0,2.0,2.0,1
2786,20654699,158.15,158.15,158.15,6.0,6.0,4.0,4.0,2.0,2.0,1
2787,20663699,48.3868421053,47.415,1838.7,10.1944444444,,3.66666666667,,7.44736842105,2.0,38
2788,20670789,43.3133333333,42.36,259.88,7.5,6.5,3.66666666667,4.0,3.83333333333,3.5,6
2789,20687699,55.795,55.795,111.59,28.5,28.5,5.0,5.0,23.5,23.5,2
2790,20688789,41.5791666667,36.66,498.95,8.25,9.0,5.16666666667,5.0,3.08333333333,3.0,12
2791,20699699,58.4,58.4,58.4,6.0,6.0,4.0,4.0,2.0,2.0,1
2792,20701789,159.794,49.98,798.97,10.2,5.0,3.2,3.0,7.0,2.0,5
2793,20708789,55.0324,44.165,2751.62,6.23913043478,,3.60869565217,,2.66,2.0,50
2794,20713789,193.38,193.38,193.38,3.0,3.0,2.0,2.0,1.0,1.0,1
2795,20715699,63.5314285714,47.58,889.44,10.7142857143,7.0,4.57142857143,5.0,6.14285714286,2.0,14
2796,20719699,70.6406666667,43.385,2119.22,5.96153846154,,2.30769230769,,3.48275862069,,30
2797,20726699,60.086,70.04,300.43,6.4,7.0,4.2,4.0,2.2,2.0,5
2798,20727699,24.14,24.14,96.56,6.0,6.0,2.0,2.0,4.0,4.0,4
2799,20738789,60.5233333333,42.89,181.57,6.33333333333,6.0,5.0,4.0,1.33333333333,1.0,3
2800,20739699,51.385,51.385,102.77,6.5,6.5,4.5,4.5,2.0,2.0,2
2801,20745699,56.6933333333,57.0,170.08,6.66666666667,7.0,5.0,5.0,1.66666666667,2.0,3
2802,20746789,65.2,65.2,65.2,4.0,4.0,1.0,1.0,3.0,3.0,1
2803,20759789,57.77,57.77,57.77,4.0,4.0,3.0,3.0,1.0,1.0,1
2804,20772699,45.8375,38.91,733.4,7.5625,6.0,3.125,3.0,4.4375,3.0,16
2805,20775789,55.68,55.68,111.36,8.5,8.5,7.5,7.5,1.0,1.0,2
2806,20793699,52.2514285714,43.76,365.76,6.42857142857,5.0,2.85714285714,2.0,3.57142857143,1.0,7
2807,20797789,64.462,58.3,322.31,5.0,5.0,3.0,3.0,2.0,2.0,5
2808,20808699,51.2251724138,38.4,2971.06,7.72222222222,,5.07407407407,,2.63793103448,2.0,58
2809,20831699,90.9741176471,56.66,1546.56,5.82352941176,4.0,3.47058823529,3.0,2.35294117647,1.0,17
2810,20831789,234.0,234.0,234.0,5.0,5.0,2.0,2.0,3.0,3.0,1
2811,20834699,53.6265,47.285,1072.53,7.3,6.0,3.45,3.0,3.85,2.0,20
2812,20857699,36.35,36.35,36.35,4.0,4.0,3.0,3.0,1.0,1.0,1
2813,20863789,43.28,43.28,43.28,6.0,6.0,4.0,4.0,2.0,2.0,1
2814,20870699,42.605,42.605,85.21,5.0,5.0,2.0,2.0,3.0,3.0,2
2815,20885789,45.5633333333,34.88,136.69,5.5,,4.0,,1.66666666667,2.0,3
2816,20894699,61.2914285714,58.4,429.04,4.57142857143,4.0,2.85714285714,2.0,1.71428571429,1.0,7
2817,20895699,37.8075,36.13,151.23,8.0,,5.33333333333,,2.25,2.5,4
2818,20906699,51.5371428571,50.7,1082.28,5.95238095238,6.0,3.95238095238,3.0,2.0,2.0,21
2819,20909789,56.625,32.7,1132.5,5.85,5.0,2.8,2.0,3.05,3.0,20
2820,20910699,217.2,217.2,217.2,5.0,5.0,2.0,2.0,3.0,3.0,1
2821,20919699,92.525,92.525,185.05,5.0,5.0,2.5,2.5,2.5,2.5,2
2822,20942789,38.94,38.94,77.88,3.0,3.0,1.0,1.0,2.0,2.0,2
2823,20945699,50.84,50.84,101.68,7.0,7.0,5.0,5.0,2.0,2.0,2
2824,20945789,40.3128571429,28.99,282.19,7.85714285714,8.0,5.14285714286,5.0,2.71428571429,3.0,7
2825,20947789,60.73,58.98,182.19,4.33333333333,4.0,2.33333333333,2.0,2.0,2.0,3
2826,20956699,31.71,31.71,31.71,7.0,7.0,5.0,5.0,2.0,2.0,1
2827,20965699,96.1366666667,99.175,576.82,5.83333333333,4.5,2.83333333333,2.0,3.0,2.0,6
2828,20970789,61.3966666667,54.3,552.57,6.88888888889,7.0,4.44444444444,5.0,2.44444444444,2.0,9
2829,20971699,60.23,60.23,120.46,7.0,7.0,5.0,5.0,2.0,2.0,2
2830,20971789,96.27,96.27,192.54,6.0,,5.0,,1.0,1.0,2
2831,20995699,37.95375,35.475,303.63,5.875,5.0,3.5,2.5,2.375,2.0,8
